t_sec,frame_idx,imu_enabled,drive_enabled,learn_enabled,error,deriv,lane_center_x,rows_seen,line_lost,gyro_z,accel_x,accel_y,steer,speed,lm,rm,learner_state,learner_action,reward
21.4111,215,1,1,0,-0.0143,-0.0143,147,4,0,-3.894,-11420,-896,-0.0076,0.2092,0.2016,0.2168,,,
21.5102,216,1,1,0,-0.0102,-0.0102,148,4,0,-2.184,-15964,-2972,-0.0062,0.2093,0.2031,0.2156,,,
21.6051,217,1,1,0,-0.0067,-0.0067,149,4,0,-2.833,-10012,-4596,-0.0047,0.2095,0.2048,0.2142,,,
21.7082,218,1,1,0,-0.0067,-0.0067,149,4,0,-3.886,-12884,-1656,-0.0035,0.2096,0.2061,0.2132,,,
21.8088,219,1,1,0,0.0,0.0,150,4,0,-0.1,-13160,-560,-0.0027,0.2097,0.207,0.2124,,,
21.9094,220,1,1,0,0.0067,0.0067,151,4,0,-7.138,-11864,-1972,-0.0016,0.2098,0.2082,0.2114,,,
22.0074,221,1,1,0,0.0057,0.0057,150,4,0,4.526,-11772,36,0.0037,0.2096,0.2133,0.2059,,,
22.1094,222,1,1,0,-0.002,-0.002,149,4,0,-2.115,-12416,-5264,0.0018,0.2098,0.2116,0.208,,,
22.207,223,1,1,0,-0.0056,-0.0056,149,4,0,-1.695,-17796,2600,-0.0012,0.2099,0.2087,0.2111,,,
22.3083,224,1,1,0,-0.0199,-0.0199,147,4,0,-3.145,-13536,-40,-0.0029,0.2097,0.2068,0.2126,,,
22.4085,225,1,1,0,-0.024,-0.024,146,4,0,6.305,-15532,-2428,-0.0066,0.2093,0.2028,0.2159,,,
22.5133,226,1,1,0,-0.0256,-0.0256,146,4,0,7.122,-15264,1540,-0.008,0.2092,0.2011,0.2172,,,
22.6099,227,1,1,0,-0.023,-0.023,146,4,0,-1.665,-10456,-1352,-0.0106,0.2089,0.1983,0.2195,,,
22.7071,228,1,1,0,-0.0179,-0.0179,147,4,0,8.732,-9512,3244,-0.0073,0.2092,0.202,0.2165,,,
22.8096,229,1,1,0,-0.0102,-0.0102,148,4,0,8.755,-13808,-1524,-0.0052,0.2095,0.2042,0.2147,,,
22.9183,230,1,1,0,-0.0067,-0.0067,149,4,0,4.045,-11088,-1104,-0.0032,0.2097,0.2065,0.2129,,,
23.0089,231,1,1,0,0.0,0.0,150,4,0,6.732,-11220,-1320,-0.0026,0.2097,0.2071,0.2123,,,
23.1097,232,1,1,0,0.0036,0.0036,150,4,0,4.87,-13648,980,0.0011,0.2099,0.211,0.2088,,,
23.2089,233,1,1,0,0.0133,0.0133,152,4,0,-5.703,-14840,-2016,0.0002,0.21,0.2101,0.2098,,,
23.3077,234,1,1,0,0.0169,0.0169,152,4,0,-2.741,-11548,-1244,0.0047,0.2095,0.2142,0.2048,,,
23.4099,235,1,1,0,0.0102,0.0102,151,4,0,-6.962,-11616,-1704,0.0052,0.2095,0.2147,0.2042,,,
23.5067,236,1,1,0,0.0067,0.0067,151,4,0,-1.535,-18140,-4104,0.0037,0.2096,0.2134,0.2059,,,
23.6043,237,1,1,0,0.0067,0.0067,151,4,0,-2.245,-13508,-680,0.0022,0.2098,0.2119,0.2076,,,
23.7094,238,1,1,0,-0.002,-0.002,149,4,0,-6.604,-14044,-1452,0.0012,0.2099,0.2111,0.2087,,,
23.8092,239,1,1,0,0.0041,0.0041,150,4,0,-0.275,-11148,776,-0.0009,0.2099,0.209,0.2108,,,
23.9103,240,1,1,0,0.0097,0.0097,151,4,0,-0.855,-14272,-1548,0.0015,0.2098,0.2113,0.2084,,,
24.0114,241,1,1,0,0.0147,0.0147,152,4,0,-1.733,-11556,2916,0.0035,0.2096,0.2131,0.2062,,,
24.1085,242,1,1,0,0.0171,0.0171,152,4,0,-6.558,-11384,-1832,0.0044,0.2095,0.2139,0.2051,,,
24.2074,243,1,1,0,0.0258,0.0258,153,4,0,-4.199,-13484,692,0.0059,0.2094,0.2153,0.2035,,,
24.3056,244,1,1,0,0.039,0.039,155,4,0,-7.359,-14052,928,0.0087,0.2091,0.2178,0.2004,,,
24.4105,245,1,1,0,0.0553,0.0553,158,4,0,-10.268,-13840,2040,0.0133,0.2086,0.2219,0.1953,,,
24.5135,246,1,1,0,0.0656,0.0656,159,4,0,-9.161,-13288,-676,0.0201,0.2079,0.228,0.1878,,,
24.6071,247,1,1,0,0.0778,0.0778,161,4,0,-12.924,-14796,92,0.0234,0.2075,0.2309,0.1842,,,
24.71,248,1,1,0,0.0874,0.0874,163,4,0,-18.626,-12532,-220,0.027,0.2072,0.2341,0.1802,,,
24.807,249,1,1,0,0.0898,0.0898,163,4,0,-12.352,-12696,452,0.0322,0.2066,0.2388,0.1744,,,
24.9105,250,1,1,0,0.0886,0.0886,163,4,0,-22.458,-15388,-244,0.0309,0.2068,0.2377,0.1758,,,
25.0076,251,1,1,0,0.0896,0.0896,163,4,0,-19.13,-9688,-2804,0.0312,0.2067,0.2379,0.1756,,,
25.108,252,1,1,0,0.106,0.106,165,4,0,-20.168,-15216,1912,0.0313,0.2067,0.238,0.1754,,,
25.2069,253,1,1,0,0.124,0.124,168,4,0,-14.268,-11988,-156,0.0392,0.2059,0.2451,0.1667,,,
25.3107,254,1,1,0,0.124,0.124,168,4,0,-25.222,-17200,3416,0.044,0.2054,0.2494,0.1614,,,
25.4064,255,1,1,0,0.1163,0.1163,167,4,0,-31.52,-12480,-2980,0.0426,0.2055,0.2481,0.1629,,,
25.5107,256,1,1,0,0.1,0.1,165,4,0,-29.825,-12796,-684,0.0399,0.2058,0.2457,0.1659,,,
25.6109,257,1,1,0,0.0913,0.0913,163,4,0,-21.199,-12516,48,0.0353,0.2063,0.2416,0.171,,,
25.71,258,1,1,0,0.0822,0.0822,162,4,0,-17.268,-19264,7304,0.0327,0.2066,0.2393,0.1739,,,
25.8097,259,1,1,0,0.0822,0.0822,162,4,0,-16.336,-12956,-112,0.0293,0.2069,0.2362,0.1777,,,
25.9075,260,1,1,0,0.0777,0.0777,161,4,0,-18.023,-13556,-1072,0.0289,0.207,0.2359,0.1781,,,
26.0112,261,1,1,0,0.0859,0.0859,162,4,0,-24.161,-14996,-1344,0.0257,0.2073,0.233,0.1816,,,
26.1079,262,1,1,0,0.0839,0.0839,162,4,0,-14.558,-13000,-2624,0.0311,0.2067,0.2379,0.1756,,,
26.2076,263,1,1,0,0.0768,0.0768,161,4,0,-20.184,-14216,-136,0.0291,0.2069,0.236,0.1779,,,
26.3074,264,1,1,0,0.0589,0.0589,158,4,0,-17.787,-13484,-2256,0.0268,0.2072,0.2339,0.1804,,,
26.4073,265,1,1,0,0.0552,0.0552,158,4,0,-16.558,-12792,-312,0.0199,0.2079,0.2278,0.188,,,
26.509,266,1,1,0,0.0622,0.0622,159,4,0,-10.191,-12560,16,0.0198,0.2079,0.2277,0.1881,,,
26.6065,267,1,1,0,0.0739,0.0739,161,4,0,-11.252,-13264,-120,0.0224,0.2076,0.23,0.1853,,,
26.71,268,1,1,0,0.0953,0.0953,164,4,0,-14.596,-12456,-1552,0.0263,0.2072,0.2335,0.1809,,,
26.8071,269,1,1,0,0.1138,0.1138,167,4,0,-15.336,-11484,-536,0.0347,0.2064,0.2411,0.1716,,,
26.9089,270,1,1,0,0.1051,0.1051,165,4,0,-23.291,-12328,-2648,0.0403,0.2058,0.2461,0.1654,,,
27.0198,271,1,1,0,0.0954,0.0954,164,4,0,-22.138,-11524,-2800,0.0371,0.2061,0.2432,0.169,,,
27.1081,272,1,1,0,0.0862,0.0862,162,4,0,-15.046,-13440,-1192,0.0387,0.2059,0.2446,0.1672,,,
27.2103,273,1,1,0,0.0922,0.0922,163,4,0,-19.443,-12520,-600,0.0302,0.2068,0.237,0.1767,,,
27.3101,274,1,1,0,0.1013,0.1013,165,4,0,-22.352,-12668,-1256,0.0319,0.2066,0.2386,0.1747,,,
27.4096,275,1,1,0,0.1156,0.1156,167,4,0,-23.497,-12820,268,0.0353,0.2063,0.2416,0.171,,,
27.506,276,1,1,0,0.1151,0.1151,167,4,0,-23.611,-13424,-5248,0.041,0.2057,0.2467,0.1647,,,
27.609,277,1,1,0,0.105,0.105,165,4,0,-22.138,-11508,-1064,0.0411,0.2057,0.2468,0.1646,,,
27.7087,278,1,1,0,0.0948,0.0948,164,4,0,-29.527,-12136,44,0.0354,0.2063,0.2417,0.1708,,,
27.8083,279,1,1,0,0.0804,0.0804,162,4,0,-23.42,-15340,-2720,0.0327,0.2066,0.2393,0.1739,,,
27.9086,280,1,1,0,0.0763,0.0763,161,4,0,-26.779,-12268,-16,0.0262,0.2072,0.2335,0.181,,,
28.008,281,1,1,0,0.0763,0.0763,161,4,0,-21.764,-12876,-2268,0.0257,0.2073,0.233,0.1816,,,
28.1088,282,1,1,0,0.0806,0.0806,162,4,0,-10.588,-12892,2672,0.0282,0.207,0.2352,0.1789,,,
28.2074,283,1,1,0,0.0761,0.0761,161,4,0,-19.657,-14436,-788,0.0279,0.2071,0.2349,0.1792,,,
28.3075,284,1,1,0,0.0691,0.0691,160,4,0,-16.985,-10556,-3168,0.0267,0.2072,0.2339,0.1805,,,
28.4068,285,1,1,0,0.059,0.059,158,4,0,-21.298,-12240,-1056,0.0229,0.2076,0.2305,0.1847,,,
28.5082,286,1,1,0,0.0524,0.0524,157,4,0,-19.413,-10672,-292,0.0187,0.208,0.2267,0.1894,,,
28.6086,287,1,1,0,0.0488,0.0488,157,4,0,-14.352,-12124,-944,0.0178,0.2081,0.2259,0.1903,,,
28.7088,288,1,1,0,0.0502,0.0502,157,4,0,-13.894,-12696,-3324,0.0164,0.2083,0.2247,0.1919,,,
28.8106,289,1,1,0,0.0574,0.0574,158,4,0,-9.794,-13984,1760,0.0179,0.2081,0.226,0.1902,,,
28.9086,290,1,1,0,0.0662,0.0662,159,4,0,-14.229,-12360,-2148,0.0198,0.2079,0.2277,0.1881,,,
29.0067,291,1,1,0,0.0632,0.0632,159,4,0,-17.68,-16620,-188,0.0226,0.2076,0.2302,0.1851,,,
29.1104,292,1,1,0,0.0587,0.0587,158,4,0,-21.107,-12508,584,0.0206,0.2078,0.2284,0.1872,,,
29.208,293,1,1,0,0.0464,0.0464,156,4,0,-8.672,-15044,-1924,0.0215,0.2077,0.2293,0.1862,,,
29.3075,294,1,1,0,0.0378,0.0378,155,4,0,-14.214,-12248,-1696,0.0154,0.2084,0.2238,0.193,,,
29.4069,295,1,1,0,0.0266,0.0266,153,4,0,-11.558,-12384,-2464,0.0125,0.2087,0.2212,0.1961,,,
29.5069,296,1,1,0,0.0143,0.0143,152,4,0,-3.924,-14728,-1292,0.0098,0.209,0.2187,0.1992,,,
29.6085,297,1,1,0,0.0016,0.0016,150,4,0,-7.382,-11468,-84,0.0041,0.2096,0.2137,0.2055,,,
29.7074,298,1,1,0,-0.0102,-0.0102,148,4,0,-10.39,-4688,-648,-0.0017,0.2098,0.2081,0.2115,,,
29.809,299,1,1,0,-0.021,-0.021,146,4,0,-0.909,-10160,1036,-0.005,0.2095,0.2045,0.2145,,,
29.9094,300,1,1,0,-0.0189,-0.0189,147,4,0,4.786,-12568,28,-0.0073,0.2092,0.2019,0.2166,,,
30.0093,301,1,1,0,-0.0143,-0.0143,147,4,0,10.587,-14856,-1592,-0.0052,0.2095,0.2043,0.2147,,,
30.1127,302,1,1,0,-0.0067,-0.0067,149,4,0,-0.512,-15116,384,-0.0058,0.2094,0.2035,0.2152,,,
30.2092,303,1,1,0,-0.0067,-0.0067,149,4,0,-1.718,-13248,704,-0.003,0.2097,0.2066,0.2127,,,
30.3079,304,1,1,0,-0.0067,-0.0067,149,4,0,-8.962,-11996,-220,-0.0047,0.2095,0.2049,0.2142,,,
30.4098,305,1,1,0,0.0,0.0,150,4,0,-0.97,-11860,-632,-0.0029,0.2097,0.2068,0.2126,,,
30.5065,306,1,1,0,0.0,0.0,150,4,0,-3.375,-10008,-2208,-0.0007,0.2099,0.2092,0.2107,,,
30.6086,307,1,1,0,-0.002,-0.002,149,4,0,3.053,-11760,-1344,0.0007,0.2099,0.2106,0.2093,,,
30.7075,308,1,1,0,-0.001,-0.001,149,4,0,0.732,-11856,2176,-0.0006,0.2099,0.2093,0.2106,,,
30.8092,309,1,1,0,-0.0067,-0.0067,149,4,0,-9.542,-9656,-1440,-0.0025,0.2097,0.2072,0.2123,,,
30.9076,310,1,1,0,-0.0118,-0.0118,148,4,0,-9.359,-13580,-12,-0.0047,0.2095,0.2048,0.2142,,,
31.0078,311,1,1,0,-0.0169,-0.0169,147,4,0,0.572,-14364,-712,-0.0046,0.2095,0.2049,0.2141,,,
31.1137,312,1,1,0,-0.0169,-0.0169,147,4,0,-3.634,-13808,-2972,-0.0076,0.2092,0.2016,0.2168,,,
31.21,313,1,1,0,-0.0169,-0.0169,147,4,0,6.473,-12772,-3132,-0.0053,0.2094,0.2041,0.2148,,,
31.309,314,1,1,0,-0.0133,-0.0133,148,4,0,2.503,-13172,-1876,-0.0062,0.2093,0.2031,0.2155,,,
31.4094,315,1,1,0,-0.0067,-0.0067,149,4,0,1.404,-14100,-5708,-0.005,0.2095,0.2045,0.2145,,,
31.5128,316,1,1,0,0.0036,0.0036,150,4,0,0.549,-15600,1036,-0.0025,0.2097,0.2072,0.2123,,,
31.6102,317,1,1,0,0.0087,0.0087,151,4,0,-1.871,-13060,504,0.001,0.2099,0.2109,0.2089,,,
31.705,318,1,1,0,0.0102,0.0102,151,4,0,-2.298,-12236,-816,0.003,0.2097,0.2126,0.2067,,,
31.8083,319,1,1,0,0.0,0.0,150,4,0,-6.207,-14192,2572,0.0027,0.2097,0.2124,0.207,,,
31.9084,320,1,1,0,-0.0067,-0.0067,149,4,0,0.732,-12992,-292,0.0002,0.21,0.2101,0.2098,,,
32.0071,321,1,1,0,-0.0077,-0.0077,148,4,0,0.648,-12948,-376,-0.0025,0.2097,0.2072,0.2123,,,
32.1069,322,1,1,0,-0.0067,-0.0067,149,4,0,2.313,-17212,-2980,-0.0026,0.2097,0.2072,0.2123,,,
32.2164,323,1,1,0,-0.0108,-0.0108,148,4,0,8.885,-13652,-460,-0.0007,0.2099,0.2092,0.2106,,,
32.3079,324,1,1,0,-0.0067,-0.0067,149,4,0,0.984,-12664,-2376,-0.0041,0.2096,0.2055,0.2137,,,
32.407,325,1,1,0,-0.0098,-0.0098,148,4,0,2.748,-13140,-1620,-0.0021,0.2098,0.2077,0.2118,,,
32.5072,326,1,1,0,-0.0133,-0.0133,148,4,0,4.351,-14880,-1200,-0.0029,0.2097,0.2067,0.2126,,,
32.6069,327,1,1,0,-0.0133,-0.0133,148,4,0,6.526,-12336,460,-0.0039,0.2096,0.2057,0.2135,,,
32.71,328,1,1,0,-0.0123,-0.0123,148,4,0,0.099,-15268,-252,-0.0053,0.2094,0.2041,0.2148,,,
32.8091,329,1,1,0,-0.0103,-0.0103,148,4,0,3.687,-15952,868,-0.0041,0.2096,0.2055,0.2137,,,
32.9077,330,1,1,0,-0.0021,-0.0021,149,4,0,7.175,-14192,-1628,-0.0025,0.2097,0.2072,0.2123,,,
33.0137,331,1,1,0,-0.0001,-0.0001,149,4,0,-7.626,-10820,-4264,-0.0025,0.2097,0.2072,0.2123,,,
33.1076,332,1,1,0,0.004,0.004,150,4,0,-3.71,-11904,1736,-0.0009,0.2099,0.209,0.2108,,,
33.2076,333,1,1,0,0.0036,0.0036,150,4,0,-0.153,-9028,1832,0.0016,0.2098,0.2114,0.2083,,,
33.3081,334,1,1,0,-0.0001,-0.0001,149,4,0,-0.436,-13692,-2452,0.0013,0.2099,0.2112,0.2085,,,
33.408,335,1,1,0,0.0066,0.0066,150,4,0,-4.42,-14000,-2728,-0.001,0.2099,0.2089,0.2109,,,
33.5079,336,1,1,0,0.0019,0.0019,150,4,0,0.61,-10296,876,0.0028,0.2097,0.2125,0.207,,,
33.6025,337,1,1,0,0.0019,0.0019,150,4,0,1.473,-14036,1608,0.0011,0.2099,0.211,0.2088,,,
33.7066,338,1,1,0,0.0131,0.0131,151,4,0,-1.611,-13228,-2556,0.0004,0.21,0.2104,0.2096,,,
33.8105,339,1,1,0,0.0289,0.0289,154,4,0,-5.054,-11692,-1232,0.0041,0.2096,0.2137,0.2054,,,
33.9107,340,1,1,0,0.0323,0.0323,154,4,0,-8.955,-15424,-4088,0.0096,0.209,0.2186,0.1994,,,
34.009,341,1,1,0,0.0342,0.0342,155,4,0,-8.939,-9400,-436,0.0109,0.2089,0.2198,0.1979,,,
34.1083,342,1,1,0,0.0464,0.0464,156,4,0,-5.0,-12280,-1644,0.0126,0.2087,0.2213,0.1961,,,
34.2083,343,1,1,0,0.0607,0.0607,159,4,0,-6.306,-13128,-1116,0.0172,0.2082,0.2254,0.191,,,
34.311,344,1,1,0,0.0652,0.0652,159,4,0,-11.817,-15400,-344,0.0216,0.2077,0.2294,0.1861,,,
34.4092,345,1,1,0,0.0841,0.0841,162,4,0,-20.68,-14356,920,0.0215,0.2077,0.2292,0.1862,,,
34.5066,346,1,1,0,0.0978,0.0978,164,4,0,-28.993,-12260,-1380,0.0272,0.2071,0.2343,0.1799,,,
34.6089,347,1,1,0,0.0946,0.0946,164,4,0,-29.565,-12848,-2128,0.0325,0.2066,0.2391,0.174,,,
34.7099,348,1,1,0,0.1008,0.1008,165,4,0,-25.802,-13524,-524,0.0321,0.2066,0.2387,0.1745,,,
34.8077,349,1,1,0,0.1066,0.1066,165,4,0,-22.68,-15552,-444,0.0353,0.2063,0.2416,0.171,,,
34.9077,350,1,1,0,0.1,0.1,165,4,0,-28.367,-12924,-1616,0.0363,0.2062,0.2425,0.1699,,,
35.0083,351,1,1,0,0.078,0.078,161,4,0,-28.703,-14140,-1084,0.0336,0.2065,0.2401,0.1728,,,
35.1105,352,1,1,0,0.0616,0.0616,159,4,0,-22.115,-15836,-1604,0.0263,0.2072,0.2335,0.181,,,
35.2107,353,1,1,0,0.0508,0.0508,157,4,0,-12.207,-10256,-228,0.0219,0.2077,0.2296,0.1858,,,
35.3067,354,1,1,0,0.0559,0.0559,158,4,0,-15.375,-14540,-2796,0.0162,0.2083,0.2245,0.192,,,
35.4101,355,1,1,0,0.0867,0.0867,163,4,0,-14.565,-15152,-2740,0.0191,0.208,0.2271,0.1889,,,
35.508,356,1,1,0,0.1153,0.1153,167,4,0,-15.291,-12612,-2856,0.0313,0.2067,0.238,0.1754,,,
35.6085,357,1,1,0,0.1373,0.1373,170,4,0,-17.107,-14372,1096,0.0423,0.2056,0.2479,0.1632,,,
35.7078,358,1,1,0,0.1317,0.1317,169,4,0,-32.848,-15152,2712,0.0476,0.205,0.2526,0.1574,,,
35.8097,359,1,1,0,0.1087,0.1087,166,4,0,-26.916,-10732,-2056,0.0467,0.2051,0.2518,0.1584,,,
35.9081,360,1,1,0,0.0841,0.0841,162,4,0,-28.161,-13248,1680,0.0372,0.2061,0.2433,0.1689,,,
36.0078,361,1,1,0,0.0682,0.0682,160,4,0,-19.565,-14736,-5028,0.0293,0.2069,0.2362,0.1776,,,
36.1082,362,1,1,0,0.0671,0.0671,160,4,0,-20.619,-10008,-1448,0.0227,0.2076,0.2303,0.1849,,,
36.2075,363,1,1,0,0.0789,0.0789,161,4,0,-17.833,-12076,1128,0.0229,0.2076,0.2305,0.1847,,,
36.3079,364,1,1,0,0.104,0.104,165,4,0,-15.718,-17556,3908,0.0281,0.2071,0.2351,0.179,,,
36.4083,365,1,1,0,0.1121,0.1121,166,4,0,-23.451,-11372,-1200,0.0364,0.2062,0.2426,0.1698,,,
36.5074,366,1,1,0,0.1106,0.1106,166,4,0,-24.382,-11108,4208,0.0394,0.2059,0.2453,0.1664,,,
36.6071,367,1,1,0,0.1009,0.1009,165,4,0,-27.649,-13740,-1968,0.0381,0.206,0.2441,0.1679,,,
36.7088,368,1,1,0,0.0851,0.0851,162,4,0,-31.489,-13496,-3056,0.0328,0.2066,0.2393,0.1738,,,
36.8091,369,1,1,0,0.0748,0.0748,161,4,0,-18.581,-11564,548,0.0299,0.2069,0.2368,0.1769,,,
36.9103,370,1,1,0,0.0808,0.0808,162,4,0,-23.229,-13380,-408,0.0247,0.2074,0.2322,0.1827,,,
37.0069,371,1,1,0,0.0894,0.0894,163,4,0,-15.214,-11424,328,0.0289,0.207,0.2359,0.178,,,
37.1083,372,1,1,0,0.1054,0.1054,165,4,0,-12.062,-13824,1232,0.0331,0.2065,0.2396,0.1734,,,
37.2071,373,1,1,0,0.104,0.104,165,4,0,-18.833,-10360,-1844,0.038,0.206,0.244,0.168,,,
37.3073,374,1,1,0,0.0963,0.0963,164,4,0,-24.298,-11472,664,0.0362,0.2062,0.2424,0.17,,,
37.4092,375,1,1,0,0.0913,0.0913,163,4,0,-20.871,-13280,-2532,0.0339,0.2064,0.2403,0.1725,,,
37.5071,376,1,1,0,0.0883,0.0883,163,4,0,-9.184,-14672,1544,0.0345,0.2064,0.2409,0.1719,,,
37.6069,377,1,1,0,0.1008,0.1008,165,4,0,-10.581,-14184,3432,0.033,0.2065,0.2395,0.1736,,,
37.706,378,1,1,0,0.1003,0.1003,165,4,0,-24.55,-11204,1144,0.0349,0.2063,0.2412,0.1715,,,
37.809,379,1,1,0,0.0958,0.0958,164,4,0,-22.245,-15164,-188,0.0352,0.2063,0.2415,0.1711,,,
37.9098,380,1,1,0,0.0774,0.0774,161,4,0,-23.84,-14120,-2764,0.033,0.2065,0.2395,0.1735,,,
38.0092,381,1,1,0,0.0486,0.0486,157,4,0,-15.703,-11616,1508,0.0275,0.2071,0.2346,0.1796,,,
38.1075,382,1,1,0,0.0223,0.0223,153,4,0,-15.084,-11012,1200,0.0161,0.2083,0.2244,0.1922,,,
38.2098,383,1,1,0,-0.0133,-0.0133,148,4,0,-11.321,-10900,-340,0.0064,0.2093,0.2157,0.2029,,,
38.3101,384,1,1,0,-0.0696,-0.0696,139,4,0,-1.481,-11624,-6300,-0.0057,0.2094,0.2037,0.2151,,,
38.4109,385,1,1,0,-0.0314,-0.0314,145,4,0,10.58,-13256,-672,-0.0255,0.2073,0.1819,0.2328,,,
38.5076,386,1,1,0,0.0301,0.0301,154,4,0,10.152,-16168,-1408,-0.0103,0.2089,0.1986,0.2192,,,
38.6082,387,1,1,0,0.0961,0.0961,164,4,0,-2.184,-12584,80,0.0116,0.2088,0.2203,0.1972,,,
38.7099,388,1,1,0,0.1347,0.1347,170,4,0,-14.504,-14600,-1976,0.0352,0.2063,0.2415,0.1711,,,
38.8064,389,1,1,0,-0.1201,-0.1201,131,4,0,-23.84,-9332,-1488,0.0486,0.2049,0.2535,0.1563,,,
38.9077,390,1,1,0,-0.2649,-0.2649,110,4,0,8.183,-12124,-2100,-0.0462,0.2051,0.1589,0.2514,,,
39.0076,391,1,1,0,-0.2028,-0.2028,119,4,0,36.038,-11596,1612,-0.0979,0.1997,0.1018,0.2977,,,
39.1097,392,1,1,0,-0.3271,-0.3271,100,4,0,32.061,-14244,-2380,-0.074,0.2022,0.1282,0.2762,,,
39.2134,393,1,1,0,-0.3743,-0.3743,93,4,0,61.763,-12088,-336,-0.1171,0.1977,0.0806,0.3148,,,
39.3054,394,1,1,0,,,,,1,,,,,,,,,,
39.408,395,1,1,0,0.7687,0.7687,265,2,0,22.694,-11816,1204,0.0,0.0,0.0,0.0,,,
39.5096,396,1,1,0,0.6703,0.6703,250,4,0,-45.802,-15124,-992,0.2973,0.1788,0.4761,0.0,,,
39.6086,397,1,1,0,0.4539,0.4539,218,4,0,-94.092,-17176,8940,0.2472,0.184,0.4313,0.0,,,
39.7069,398,1,1,0,,,,,1,,,,,,,,,,
39.8101,399,1,1,0,-0.1418,-0.1418,128,4,0,-17.848,-13976,-140,0.0,0.0,0.0,0.0,,,
39.9097,400,1,1,0,-0.1836,-0.1836,122,4,0,-2.771,-16356,712,-0.0573,0.204,0.1467,0.2613,,,
40.0111,401,1,1,0,-0.1511,-0.1511,127,4,0,28.473,-13788,-652,-0.0671,0.203,0.1359,0.27,,,
40.109,402,1,1,0,-0.0839,-0.0839,137,4,0,3.458,-11632,-1500,-0.0597,0.2037,0.1441,0.2634,,,
40.2102,403,1,1,0,-0.0766,-0.0766,138,4,0,1.206,-12916,160,-0.0333,0.2065,0.1732,0.2398,,,
40.3133,404,1,1,0,-0.0766,-0.0766,138,4,0,2.129,-11952,-292,-0.0301,0.2068,0.1767,0.237,,,
40.4107,405,1,1,0,-0.0746,-0.0746,138,4,0,-0.046,-12956,-1056,-0.0306,0.2068,0.1762,0.2374,,,
40.509,406,1,1,0,-0.0746,-0.0746,138,4,0,-0.237,-13176,-852,-0.0299,0.2069,0.177,0.2367,,,
40.6098,407,1,1,0,-0.0714,-0.0714,139,4,0,0.114,-12836,-1140,-0.0298,0.2069,0.1771,0.2367,,,
40.7069,408,1,1,0,-0.0714,-0.0714,139,4,0,-0.008,-13140,-828,-0.0286,0.207,0.1784,0.2356,,,
40.8061,409,1,1,0,-0.073,-0.073,139,4,0,-0.023,-13232,-1072,-0.0286,0.207,0.1784,0.2356,,,
40.9087,410,1,1,0,-0.0699,-0.0699,139,4,0,-0.054,-13136,-1140,-0.0292,0.2069,0.1777,0.2361,,,
41.0071,411,1,1,0,-0.0699,-0.0699,139,4,0,0.343,-13188,-1108,-0.0279,0.2071,0.1792,0.235,,,
41.1069,412,1,1,0,-0.073,-0.073,139,4,0,-0.031,-13200,-888,-0.028,0.2071,0.1791,0.235,,,
41.2069,413,1,1,0,-0.0699,-0.0699,139,4,0,0.053,-13108,-1144,-0.0292,0.2069,0.1777,0.2361,,,
41.3095,414,1,1,0,-0.0699,-0.0699,139,4,0,-0.062,-13176,-1056,-0.028,0.2071,0.1791,0.235,,,
41.4083,415,1,1,0,-0.073,-0.073,139,4,0,0.114,-12872,-1184,-0.0279,0.2071,0.1791,0.235,,,
41.508,416,1,1,0,-0.0699,-0.0699,139,4,0,-0.069,-13172,-1088,-0.0292,0.2069,0.1777,0.2361,,,
41.6043,417,1,1,0,-0.0699,-0.0699,139,4,0,-0.069,-13040,-1112,-0.028,0.2071,0.1791,0.235,,,
